URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип,Степень защиты
https://001.com.ua/korobka-km41212-05-raspayachnaya-dlya-o-u-75x75x20-mm-dub-s-kontaktnoy-gruppoy-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41212-05-raspayachnaya-dlya-otkrytoy-ustanovki-dub-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41212-photo.jpg,"Коробка КМ41212-05 распаячная для о/у 75x75x20 мм дуб (с контактной группой), IEK",Монтажные коробки,IEK,UKO10-075-075-020-K24,UKO10-075-075-020-K24,instock,1,12,"68,94","Коробка КМ41212-05 распаячная для о/у 75x75x20 мм дуб (с контактной группой), IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из кабельных каналов. Для удобства коммутации коробки поставляются в комплекте с клеммной колодкой.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — дуб.</li><li>Степень защиты — IP20.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr></tbody></table>","Коробка КМ41212-05 розпаячна для в/в 75x75x20 мм дуб (з контактною групою), IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з кабельних каналів. Для зручності комутації коробки поставляються в комплекті з клемною колодкою.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — дуб.</li><li>Ступінь захисту — IP20.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP20
https://001.com.ua/korobka-km41006-raspayachnaya-dlya-tverdyh-sten-172x96x45mm-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41006-raspayachnaya-dlya-tverdyh-sten-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41006-photo.jpg,"Коробка КМ41006 распаячная для твердых стен 172x96x45мм, IEK",Монтажные коробки,IEK,UKT11-172-096-045,UKT11-172-096-045,instock,1,12,"56,65","Коробка КМ41006 распаячная для твердых стен 172x96x45мм, IEK","<h2>Описание товара</h2><p>Установочные и распределительные коробки данной серии предназначены для монтажа в сплошные кирпичные или бетонные стены различных электроустановочных изделий: розеток, выключателей, диммеров. Используя крышку, изделия можно применять в качестве распаячной (разветвительной) коробки для развода кабеля и проводов.</p><p>Основание коробки КМ41006 выполнено из АБС-пластика, крышка из полистирола.</p><p>Степень защиты - IP20.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>для твердых стен</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr></tbody></table>","Коробка КМ41006 розпаячна для твердих стін 172x96x45мм, IEK","<h2>Опис товару</h2><p>Установчі та розподільні коробки даної серії призначені для монтажу в суцільні цегельні або бетонні стіни різних електроустановочних виробів: розеток, вимикачів, димерів. Використовуючи кришку, вироби можна застосовувати в якості розпаячної (розгалужувальної) коробки для розведення кабелю і проводів.</p><p>Основа коробки КМ41006 виконана з АБС-пластика, кришка з полістиролу.</p><p>Ступінь захисту - IP20.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>для твердих стін</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr></tbody></table>",Русский ~ Для твердых стен,Русский ~ IP20
https://001.com.ua/korobka-km41022-raspayachnaya-92x92x45-mm-dlya-polyh-sten-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41022-raspayachnaya-dlya-polyh-sten-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41021-41022-photo.jpg,"Коробка КМ41022 распаячная 92x92x45 мм для полых стен, IEK",Монтажные коробки,IEK,UKG11-092-092-045-P,UKG11-092-092-045-P,instock,1,12,"34,19","Коробка КМ41022 распаячная 92x92x45 мм для полых стен, IEK","<h2>Описание товара</h2><p>Установочные и распределительные коробки данной серии предназначены для монтажа в полые стены или перегородки, для установки различных электроустановочных изделий: розеток, выключателей, диммеров. Используя крышку, изделия можно применять в качестве распаячной (разветвительной) коробки для развода кабеля и проводов.</p><p>Материал изготовления - полипропилен.</p><p>Степень защиты - IP20.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>для полых стен</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr></tbody></table>","Коробка КМ41022 розпаячна 92x92x45 мм для порожнистних стін, IEK","<h2>Опис товару</h2><p>Установчі та розподільні коробки даної серії призначені для монтажу в порожнисті стіни або перегородки, для встановлення різних електроустановочних виробів: розеток, вимикачів, димерів. Використовуючи кришку, вироби можна застосовувати в якості розпаячної (розгалужувальної) коробки для розведення кабелю і проводів.</p><p>Матеріал виготовлення - поліпропілен.</p><p>Ступінь захисту - IP20.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>для порожнистих стін</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr></tbody></table>",Русский ~ Для полых стен,Русский ~ IP20
https://001.com.ua/korobka-km41024-raspayachnaya-d80x40-mm-dlya-polyh-sten-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41024-raspayachnaya-dlya-polyh-sten-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41024-photo.jpg,"Коробка КМ41024 распаячная d80x40 мм для полых стен, IEK",Монтажные коробки,IEK,UKG01-080-040-000-M,UKG01-080-040-000-M,instock,1,12,"25,26","Коробка КМ41024 распаячная d80x40 мм для полых стен, IEK","<h2>Описание товара</h2><p>Установочные и распределительные коробки данной серии предназначены для монтажа в полые стены или перегородки, для установки различных электроустановочных изделий: розеток, выключателей, диммеров. Используя крышку, изделия можно применять в качестве распаячной (разветвительной) коробки для развода кабеля и проводов.</p><p>Материал изготовления - полипропилен.</p><p>Степень защиты - IP20.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>для полых стен</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr></tbody></table>","Коробка КМ41024 розпаячна d80x40 мм для порожнистних стін, IEK","<h2>Опис товару</h2><p>Установчі та розподільні коробки даної серії призначені для монтажу в порожнисті стіни або перегородки, для встановлення різних електроустановочних виробів: розеток, вимикачів, димерів. Використовуючи кришку, вироби можна застосовувати в якості розпаячної (розгалужувальної) коробки для розведення кабелю і проводів.</p><p>Матеріал виготовлення - поліпропілен.</p><p>Ступінь захисту - IP20.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>для порожнистих стін</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr></tbody></table>",Русский ~ Для полых стен,Русский ~ IP20
https://001.com.ua/korobka-km41026-raspayachnaya-172x96x45-mm-dlya-polyh-sten-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41026-raspayachnaya-dlya-polyh-sten-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41026-photo.jpg,"Коробка КМ41026 распаячная 172x96x45 мм для полых стен, IEK",Монтажные коробки,IEK,UKG11-172-096-045-P,UKG11-172-096-045-P,instock,1,12,"66,39","Коробка КМ41026 распаячная 172x96x45 мм для полых стен, IEK","<h2>Описание товара</h2><p>Установочные и распределительные коробки данной серии предназначены для монтажа в полые стены или перегородки, для установки различных электроустановочных изделий: розеток, выключателей, диммеров. Используя крышку, изделия можно применять в качестве распаячной (разветвительной) коробки для развода кабеля и проводов.</p><p>Основание коробки КМ41026 выполнено из АБС-пластика, крышка из полистирола.</p><p>Степень защиты - IP20.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>для полых стен</td></tr><tr><td>Степень защиты</td><td>IP20</td></tr></tbody></table>","Коробка КМ41026 розпаячна 172x96x45 мм для порожнистних стін, IEK","<h2>Опис товару</h2><p>Установчі та розподільні коробки даної серії призначені для монтажу в порожнисті стіни або перегородки, для встановлення різних електроустановочних виробів: розеток, вимикачів, димерів. Використовуючи кришку, вироби можна застосовувати в якості розпаячної (розгалужувальної) коробки для розведення кабелю і проводів.</p><p>Основа коробки КМ41026 виконана з АБС-пластика, кришка з полістиролу.</p><p>Ступінь захисту - IP20.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>для порожнистих стін</td></tr><tr><td>Ступінь захисту</td><td>IP20</td></tr></tbody></table>",Русский ~ Для полых стен,Русский ~ IP20
https://001.com.ua/korobka-km41234-raspayachnaya-dlya-o-u-100x100x50-mm-ip55-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41233-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41233-km41234-photo.jpg,"Коробка КМ41234 распаячная для о/у 100x100x50 мм IP55, IEK",Монтажные коробки,IEK,UKO11-100-100-050-K41-55,UKO11-100-100-050-K41-55,outofstock,1,12,"64,29","Коробка КМ41234 распаячная для о/у 100x100x50 мм IP55, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP55.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP55</td></tr></tbody></table>","Коробка КМ41234 розпаячна для в/в 100x100x50 мм IP55, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP55.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP55</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP55
https://001.com.ua/korobka-km41235-raspayachnaya-dlya-o-u-85x85x40-mm-ip44-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41235-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41235-photo.jpg,"Коробка КМ41235 распаячная для о/у 85x85x40 мм IP44, IEK",Монтажные коробки,IEK,UKO11-085-085-040-K41-44,UKO11-085-085-040-K41-44,outofstock,1,12,"36,05","Коробка КМ41235 распаячная для о/у 85x85x40 мм IP44, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP44.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Коробка КМ41235 розпаячна для в/в 85x85x40 мм IP44, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP44.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP44
https://001.com.ua/korobka-km41255-raspayachnaya-dlya-o-u-100x100x50-mm-ip44-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41255-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41255-photo.jpg,"Коробка КМ41255 распаячная для о/у 100x100x50 мм IP44, IEK",Монтажные коробки,IEK,UKOZ11-100-100-050-K41-44,UKOZ11-100-100-050-K41-44,outofstock,1,12,"61,14","Коробка КМ41255 распаячная для о/у 100x100x50 мм IP44, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP44.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Коробка КМ41255 розпаячна для в/в 100x100x50 мм IP44, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP44.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP44
https://001.com.ua/korobka-km41243-raspayachnaya-dlya-o-u-190x140x70-mm-ip44-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41243-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41243-km41244-photo.jpg,"Коробка КМ41243 распаячная для о/у 190x140x70 мм IP44, IEK",Монтажные коробки,IEK,UKO11-190-140-070-K41-44,UKO11-190-140-070-K41-44,outofstock,1,12,"164,58","Коробка КМ41243 распаячная для о/у 190x140x70 мм IP44, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP44.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Коробка КМ41243 розпаячна для в/в 190x140x70 мм IP44, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP44.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP44
https://001.com.ua/korobka-km41233-raspayachnaya-dlya-o-u-100x100x50-mm-ip44-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41233-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41233-km41234-photo.jpg,"Коробка КМ41233 распаячная для о/у 100x100x50 мм IP44, IEK",Монтажные коробки,IEK,UKO11-100-100-050-K41-44,UKO11-100-100-050-K41-44,outofstock,1,12,"61,14","Коробка КМ41233 распаячная для о/у 100x100x50 мм IP44, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP44.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Коробка КМ41233 розпаячна для в/в 100x100x50 мм IP44, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP44.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP44
https://001.com.ua/korobka-km41242-raspayachnaya-dlya-o-u-150x110x70-mm-ip55-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41241-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41241-km41242-photo.jpg,"Коробка КМ41242 распаячная для о/у 150x110x70 мм IP55, IEK",Монтажные коробки,IEK,UKO10-150-110-070-K41-55,UKO10-150-110-070-K41-55,outofstock,1,12,"124,59","Коробка КМ41242 распаячная для о/у 150x110x70 мм IP55, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP55.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP55</td></tr></tbody></table>","Коробка КМ41242 розпаячна для в/в 150x110x70 мм IP55, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP55.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP55</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP55
https://001.com.ua/korobka-km41261-raspayachnaya-dlya-o-u-150x110x85-mm-ip44-iek,new,,,https://001.com.ua/media/photos/iek/montazh/iek-korobka-km41261-raspayachnaya-dlya-otkrytoy-ustanovki-photo.jpg ;; https://001.com.ua/media/photos/iek/montazh/gabaritnye-razmery-iek-km41261-photo.jpg,"Коробка КМ41261 распаячная для о/у 150x110x85 мм IP44, IEK",Монтажные коробки,IEK,UKO11-150-110-085-K41-44,UKO11-150-110-085-K41-44,outofstock,1,12,"116,28","Коробка КМ41261 распаячная для о/у 150x110x85 мм IP44, IEK","<h2>Описание товара</h2><p>Монтажные коробки для открытого монтажа предназначены для разветвления проводов и кабелей, также для скрытия и дополнительной защиты мест коммутации. Коробки для открытого монтажа используются как часть системы электрической канализации, состоящей из жестких и гофрированных труб. Некоторые типы коробок (степень защиты IP44, IP55) могут быть использованы на открытом воздухе, а также во влажных и пыльных помещениях.</p><ul><li>Материал изготовления — полистирол.</li><li>Цвет — RAL 7035.</li><li>Степень защиты — IP44.</li><li>Рабочая температура — от -25 до +40 °С.</li></ul> <h2>Технические характеристики</h2><table><tbody><tr><td>Тип</td><td>открытой установки</td></tr><tr><td>Степень защиты</td><td>IP44</td></tr></tbody></table>","Коробка КМ41261 розпаячна для в/в 150x110x85 мм IP44, IEK","<h2>Опис товару</h2><p>Монтажні коробки для відкритого монтажу призначені для розгалуження проводів та кабелів, також для приховування і додаткового захисту місць комутації. Коробки для відкритого монтажу використовуються як частина системи електричної каналізації, що складається з жорстких і гофрованих труб. Деякі типи коробок (ступінь захисту IP44, IP55) можуть бути використані на відкритому повітрі, а також у вологих і запилених приміщеннях.</p><ul><li>Матеріал виготовлення — полістирол.</li><li>Колір — RAL 7035.</li><li>Ступінь захисту — IP44.</li><li>Робоча температура — від -25 до +40 °С.</li></ul> <h2>Технічні характеристики</h2><table><tbody><tr><td>Тип</td><td>відкритого встановлення</td></tr><tr><td>Ступінь захисту</td><td>IP44</td></tr></tbody></table>",Русский ~ Открытой установки,Русский ~ IP44
