URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип оборудования,Диаметр обвязываемого жгута,Цвет товара
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-9-65-mm-e-spiral-stand-12-black-10-m-chernaya-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-12-black-s2038014-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-12-black-s2038014-photo.jpg,"Спиральная обвязка для провода ∅9-65 мм e.spiral.stand.12.black (10 м) черная, E.NEXT",Спираль монтажная,E.NEXT,s2038014,s2038014,instock,1,12,"101,38","Спиральная обвязка для провода ∅9-65 мм e.spiral.stand.12.black (10 м) черная, E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>9-65</td></tr><tr><td>Цвет</td><td>черный</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅9-65 мм e.spiral.stand.12.black (10 м) чорна, E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>9-65</td></tr><tr><td>Колір</td><td>чорний</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 9-65,Русский ~ Черный
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-8-60-mm-e-spiral-stand-10-10-m-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-10-s2038003-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-10-s2038003-photo.jpg,"Спиральная обвязка для провода ∅8-60 мм e.spiral.stand.10 (10 м), E.NEXT",Спираль монтажная,E.NEXT,s2038003,s2038003,instock,1,12,"79,38","Спиральная обвязка для провода ∅8-60 мм e.spiral.stand.10 (10 м), E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>8-60</td></tr><tr><td>Цвет</td><td>белый</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅8-60 мм e.spiral.stand.10 (10 м), E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>8-60</td></tr><tr><td>Колір</td><td>білий</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 8-60,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-8-60-mm-e-spiral-stand-10-black-10-m-chernaya-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-10-black-s2038013-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-10-black-s2038013-photo.jpg,"Спиральная обвязка для провода ∅8-60 мм e.spiral.stand.10.black (10 м) черная, E.NEXT",Спираль монтажная,E.NEXT,s2038013,s2038013,instock,1,12,"79,38","Спиральная обвязка для провода ∅8-60 мм e.spiral.stand.10.black (10 м) черная, E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>8-60</td></tr><tr><td>Цвет</td><td>черный</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅8-60 мм e.spiral.stand.10.black (10 м) чорна, E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>8-60</td></tr><tr><td>Колір</td><td>чорний</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 8-60,Русский ~ Черный
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-6-60-mm-e-spiral-stand-8-10-m-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-8-s2038002-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-8-s2038002-photo.jpg,"Спиральная обвязка для провода ∅6-60 мм e.spiral.stand.8 (10 м), E.NEXT",Спираль монтажная,E.NEXT,s2038002,s2038002,instock,1,12,"56,78","Спиральная обвязка для провода ∅6-60 мм e.spiral.stand.8 (10 м), E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>6-60</td></tr><tr><td>Цвет</td><td>белый</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅6-60 мм e.spiral.stand.8 (10 м), E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>6-60</td></tr><tr><td>Колір</td><td>білий</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 6-60,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-15-70-mm-e-spiral-stand-15-10-m-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-15-s2038005-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-15-s2038005-photo.jpg,"Спиральная обвязка для провода ∅15-70 мм e.spiral.stand.15 (10 м), E.NEXT",Спираль монтажная,E.NEXT,s2038005,s2038005,instock,1,12,"156,77","Спиральная обвязка для провода ∅15-70 мм e.spiral.stand.15 (10 м), E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>15-70</td></tr><tr><td>Цвет</td><td>белый</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅15-70 мм e.spiral.stand.15 (10 м), E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>15-70</td></tr><tr><td>Колір</td><td>білий</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 15-70,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-9-65-mm-swb-12-belaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-photo.jpg,"Спиральная обвязка для провода ∅9-65 мм SWB-12 белая (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070004,A0150070004,instock,1,12,"112,44","Спиральная обвязка для провода ∅9-65 мм SWB-12 белая (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>9</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>11</td></tr><tr><td>Ширина обвязки W, мм</td><td>15</td></tr><tr><td>Диаметр провода, мм</td><td>9-65</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅9-65 мм SWB-12 біла (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>9</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>11</td></tr><tr><td>Ширина обв'язки W, мм</td><td>15</td></tr><tr><td>Діаметр проводу, мм</td><td>9-65</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 9-65,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-15-100-mm-swb-19-belaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-photo.jpg,"Спиральная обвязка для провода ∅15-100 мм SWB-19 белая (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070006,A0150070006,instock,1,12,"211,07","Спиральная обвязка для провода ∅15-100 мм SWB-19 белая (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>15</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>19</td></tr><tr><td>Ширина обвязки W, мм</td><td>21</td></tr><tr><td>Диаметр провода, мм</td><td>15-100</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅15-100 мм SWB-19 біла (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>15</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>19</td></tr><tr><td>Ширина обв'язки W, мм</td><td>21</td></tr><tr><td>Діаметр проводу, мм</td><td>15-100</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 15-100,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-20-130-mm-swb-24-belaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-photo.jpg,"Спиральная обвязка для провода ∅20-130 мм SWB-24 белая (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070007,A0150070007,instock,1,12,"388,90","Спиральная обвязка для провода ∅20-130 мм SWB-24 белая (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>20</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>22</td></tr><tr><td>Ширина обвязки W, мм</td><td>25</td></tr><tr><td>Диаметр провода, мм</td><td>20-130</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅20-130 мм SWB-24 біла (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>20</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>22</td></tr><tr><td>Ширина обв'язки W, мм</td><td>25</td></tr><tr><td>Діаметр проводу, мм</td><td>20-130</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 20-130,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-22-350-mm-swb-30-belaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-photo.jpg,"Спиральная обвязка для провода ∅22-350 мм SWB-30 белая (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070009,A0150070009,instock,1,12,"825,54","Спиральная обвязка для провода ∅22-350 мм SWB-30 белая (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>22</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>25</td></tr><tr><td>Ширина обвязки W, мм</td><td>31</td></tr><tr><td>Диаметр провода, мм</td><td>22-350</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅22-350 мм SWB-30 біла (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>22</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>25</td></tr><tr><td>Ширина обв'язки W, мм</td><td>31</td></tr><tr><td>Діаметр проводу, мм</td><td>22-350</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 22-350,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-6-60-mm-swb-08-chernaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-black-photo.jpg,"Спиральная обвязка для провода ∅6-60 мм SWB-08 черная (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070011,A0150070011,instock,1,12,"69,26","Спиральная обвязка для провода ∅6-60 мм SWB-08 черная (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>6</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>8</td></tr><tr><td>Ширина обвязки W, мм</td><td>9</td></tr><tr><td>Диаметр провода, мм</td><td>6-60</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅6-60 мм SWB-08 чорна (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>6</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>8</td></tr><tr><td>Ширина обв'язки W, мм</td><td>9</td></tr><tr><td>Діаметр проводу, мм</td><td>6-60</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 6-60,Русский ~ Черный
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-20-130-mm-swb-24-chernaya-10-m-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/montazh/asko-spiralnaya-obvyazka-dlya-provoda-black-photo.jpg,"Спиральная обвязка для провода ∅20-130 мм SWB-24 черная (10 м), АСКО-УКРЕМ",Спираль монтажная,АСКО-УКРЕМ,A0150070016,A0150070016,instock,1,12,"388,90","Спиральная обвязка для провода ∅20-130 мм SWB-24 черная (10 м), АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначена для оперативной увязки проводов в жгут.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Внутренний диаметр ∅d, мм</td><td>20</td></tr><tr><td>Наружный диаметр ∅D, мм</td><td>22</td></tr><tr><td>Ширина обвязки W, мм</td><td>25</td></tr><tr><td>Диаметр провода, мм</td><td>20-130</td></tr><tr><td>Длина L, м</td><td>10</td></tr></tbody></table> ","Спіральна обв'язка для проводу ∅20-130 мм SWB-24 чорна (10 м), АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначена для оперативної ув'язки проводів в джгут.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Внутрішній діаметр ∅d, мм</td><td>20</td></tr><tr><td>Зовнішній діаметр ∅D, мм</td><td>22</td></tr><tr><td>Ширина обв'язки W, мм</td><td>25</td></tr><tr><td>Діаметр проводу, мм</td><td>20-130</td></tr><tr><td>Довжина L, м</td><td>10</td></tr></tbody></table> ",Русский ~ Спираль монтажная,Русский ~ 20-130,Русский ~ Черный
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-15-70-mm-e-spiral-stand-15-black-10-m-chernaya-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-15-black-s2038015-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-15-black-s2038015-photo.jpg,"Спиральная обвязка для провода ∅15-70 мм e.spiral.stand.15.black (10 м) черная, E.NEXT",Спираль монтажная,E.NEXT,s2038015,s2038015,instock,1,12,"156,77","Спиральная обвязка для провода ∅15-70 мм e.spiral.stand.15.black (10 м) черная, E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>15-70</td></tr><tr><td>Цвет</td><td>черный</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅15-70 мм e.spiral.stand.15.black (10 м) чорна, E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>15-70</td></tr><tr><td>Колір</td><td>чорний</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 15-70,Русский ~ Черный
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-15-100-mm-e-spiral-stand-19-10-m-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-19-s2038006-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-19-s2038006-photo.jpg,"Спиральная обвязка для провода ∅15-100 мм e.spiral.stand.19 (10 м), E.NEXT",Спираль монтажная,E.NEXT,s2038006,s2038006,instock,1,12,"211,56","Спиральная обвязка для провода ∅15-100 мм e.spiral.stand.19 (10 м), E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>15-100</td></tr><tr><td>Цвет</td><td>белый</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅15-100 мм e.spiral.stand.19 (10 м), E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>15-100</td></tr><tr><td>Колір</td><td>білий</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 15-100,Русский ~ Белый
https://001.com.ua/spiralnaya-obvyazka-dlya-provoda-empty-20-130-mm-e-spiral-stand-24-10-m-e-next,new,,,https://001.com.ua/media/photos/enext/spiral/enext-spiralnaya-obvyazka-e-spiral-stand-24-s2038007-photo.jpg ;; https://001.com.ua/media/photos/enext/spiral/gabaritnye-razmery-enext-spiralnaya-obvyazka-e-spiral-stand-24-s2038007-photo.jpg,"Спиральная обвязка для провода ∅20-130 мм e.spiral.stand.24 (10 м), E.NEXT",Спираль монтажная,E.NEXT,s2038007,s2038007,instock,1,12,"349,66","Спиральная обвязка для провода ∅20-130 мм e.spiral.stand.24 (10 м), E.NEXT","<h2>Описание товара</h2><p>Обвязка кабельная предназначена для бандажирования нескольких проводов в жгут, с целью более упорядоченного, экономичного размещения.</p><p>Упакована в рулоны по 10 м.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Диаметр обвязываемого жгута, мм</td><td>20-130</td></tr><tr><td>Цвет</td><td>белый</td></tr></tbody></table>","Спіральна обв'язка для проводу ∅20-130 мм e.spiral.stand.24 (10 м), E.NEXT","<h2>Опис товару</h2><p>Обв'язка кабельна призначена для бандажування декількох проводів в джгут, з метою більш упорядкованого, економічного розміщення.</p><p>Упакована в рулони по 10 м.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Діаметр обв'язуваного джгута, мм</td><td>20-130</td></tr><tr><td>Колір</td><td>білий</td></tr></tbody></table>",Русский ~ Спираль монтажная,Русский ~ 20-130,Русский ~ Белый
