URL,product_id,Русский slug,Украинский slug,images,item_name,category_name,manufacturer_name,sku,model,stock_status,is_active,warranty,price,Русский title,Русский description,Украинский title,Украинский description,Тип,Наличие сигнальной лампы,Количество и вид контактов
https://001.com.ua/post-knopochnyy-dvuhmestnyy-vverh-vniz-xal-d222-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-d222-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-d-2-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-d222-photo.jpg,"Пост кнопочный двухместный «ВВЕРХ -ВНИЗ» XAL-D222, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020063,A0140020063,instock,1,12,"183,70","Пост кнопочный двухместный «ВВЕРХ -ВНИЗ» XAL-D222, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Посты управления серии XAL-D предназначены для управления электротехническими устройствами.</p><p>Материал корпуса - ПВХ, не поддерживающий горение.</p><p>Соответствуют ДСТУ IEC 60947-5-1.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Максимальный ток Imax, А<br/>AC 380/220/110/48В<br/>DC 110/48/24В</td><td><br/>1/2,5/4/6<br/>0,6/1,3/2,5</td></tr><tr><td>Термический ток Ith, А</td><td>10</td></tr><tr><td>Категория применения</td><td>AC-15, DC-13</td></tr><tr><td>Износостойкость, циклов<br/>механическая<br/>электрическая</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Количество переключений за минуту<br/>кнопочный привод<br/>поворотный привод</td><td><br/>не более 50<br/>не более 5</td></tr><tr><td>Степень защиты</td><td>IP54</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ","Пост кнопковий двомісний «ВГОРУ -ВНИЗ» XAL-D222, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Пости керування серії XAL-D призначені для керування електротехнічними пристроями.</p><p>Матеріал корпусу - ПВХ, що не підтримує горіння.</p><p>Відповідають ДСТУ IEC 60947-5-1.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Максимальний струм Imax, А <br/>AC 380/220/110/48В <br/>DC 110/48/24В</td><td><br/>1/2,5/4/6 <br/>0,6/1,3/2,5</td></tr><tr><td>Термічний струм Ith, А</td><td>10</td></tr><tr><td>Категорія застосування</td><td>AC-15, DC-13</td></tr><tr><td>Зносостійкість, циклів <br/>механічна <br/>електрична</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Кількість перемикань за хвилину <br/>кнопковий привід <br/>поворотний привід</td><td><br/>не більше 50 <br/>не більше 5</td></tr><tr><td>Ступінь захисту</td><td>IP54</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ",Русский ~ Вверх-вниз,Русский ~ Нет,Русский ~ 2НО
https://001.com.ua/post-knopochnyy-odnomestnyy-stop-gribok-s-fiksatsiey-vozvrat-povorotom-xal-d174-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-d174-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-d-1-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-d174-photo.jpg,"Пост кнопочный одноместный «СТОП» грибок с фиксацией (возврат поворотом) XAL-D174, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020057,A0140020057,instock,1,12,"148,89","Пост кнопочный одноместный «СТОП» грибок с фиксацией (возврат поворотом) XAL-D174, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Посты управления серии XAL-D предназначены для управления электротехническими устройствами.</p><p>Материал корпуса - ПВХ, не поддерживающий горение.</p><p>Соответствуют ДСТУ IEC 60947-5-1.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Максимальный ток Imax, А<br/>AC 380/220/110/48В<br/>DC 110/48/24В</td><td><br/>1/2,5/4/6<br/>0,6/1,3/2,5</td></tr><tr><td>Термический ток Ith, А</td><td>10</td></tr><tr><td>Категория применения</td><td>AC-15, DC-13</td></tr><tr><td>Износостойкость, циклов<br/>механическая<br/>электрическая</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Количество переключений за минуту<br/>кнопочный привод<br/>поворотный привод</td><td><br/>не более 50<br/>не более 5</td></tr><tr><td>Степень защиты</td><td>IP54</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ","Пост кнопковий одномісний «СТОП» грибок з фіксацією (повернення обертом) XAL-D174, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Пости керування серії XAL-D призначені для керування електротехнічними пристроями.</p><p>Матеріал корпусу - ПВХ, що не підтримує горіння.</p><p>Відповідають ДСТУ IEC 60947-5-1.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Максимальний струм Imax, А <br/>AC 380/220/110/48В <br/>DC 110/48/24В</td><td><br/>1/2,5/4/6 <br/>0,6/1,3/2,5</td></tr><tr><td>Термічний струм Ith, А</td><td>10</td></tr><tr><td>Категорія застосування</td><td>AC-15, DC-13</td></tr><tr><td>Зносостійкість, циклів <br/>механічна <br/>електрична</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Кількість перемикань за хвилину <br/>кнопковий привід <br/>поворотний привід</td><td><br/>не більше 50 <br/>не більше 5</td></tr><tr><td>Ступінь захисту</td><td>IP54</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ",Русский ~ Аварийный стоп,Русский ~ Нет,Русский ~ 1НЗ
https://001.com.ua/post-knopochnyy-dvuhmestnyy-pusk-stop-xal-b213-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-b213-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-2-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-b211-213-215-photo.jpg,"Пост кнопочный двухместный «ПУСК-СТОП» XAL-B213, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020006,A0140020006,instock,1,12,"174,53","Пост кнопочный двухместный «ПУСК-СТОП» XAL-B213, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий двомісний «ПУСК-СТОП» XAL-B213, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ Пуск-стоп,Русский ~ Нет,Русский ~ 1НО+1НЗ
https://001.com.ua/post-knopochnyy-odnomestnyy-pereklyuchatel-na-2-polozheniya-pereklyuchenie-klyuchom-xal-b142n29-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-b142h29-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-1-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-b134-144-142h29-photo.jpg,"Пост кнопочный одноместный переключатель на 2 положения (переключение ключом) XAL-B142Н29, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020013,A0140020013,instock,1,12,"157,08","Пост кнопочный одноместный переключатель на 2 положения (переключение ключом) XAL-B142Н29, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий одномісний перемикач на 2 положення (перемикання ключем) XAL-B142Н29, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ O-I,Русский ~ Нет,Русский ~ 1НО
https://001.com.ua/post-knopochnyy-odnomestnyy-stop-gribok-s-fiksatsiey-vozvrat-povorotom-xal-j174-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-j174-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-1-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-j174-178-photo.jpg,"Пост кнопочный одноместный «СТОП» грибок с фиксацией (возврат поворотом) XAL-J174, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020010,A0140020010,instock,1,12,"137,56","Пост кнопочный одноместный «СТОП» грибок с фиксацией (возврат поворотом) XAL-J174, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий одномісний «СТОП» грибок з фіксацією (повернення обертом) XAL-J174, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ Аварийный стоп,Русский ~ Нет,Русский ~ 1НЗ
https://001.com.ua/post-knopochnyy-trehmestnyy-vverh-stop-vniz-xal-d324-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-d324-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-d-3-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-d324-334-photo.jpg,"Пост кнопочный трехместный «ВВЕРХ-СТОП-ВНИЗ» XAL-D324, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020065,A0140020065,instock,1,12,"246,17","Пост кнопочный трехместный «ВВЕРХ-СТОП-ВНИЗ» XAL-D324, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Посты управления серии XAL-D предназначены для управления электротехническими устройствами.</p><p>Материал корпуса - ПВХ, не поддерживающий горение.</p><p>Соответствуют ДСТУ IEC 60947-5-1.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Максимальный ток Imax, А<br/>AC 380/220/110/48В<br/>DC 110/48/24В</td><td><br/>1/2,5/4/6<br/>0,6/1,3/2,5</td></tr><tr><td>Термический ток Ith, А</td><td>10</td></tr><tr><td>Категория применения</td><td>AC-15, DC-13</td></tr><tr><td>Износостойкость, циклов<br/>механическая<br/>электрическая</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Количество переключений за минуту<br/>кнопочный привод<br/>поворотный привод</td><td><br/>не более 50<br/>не более 5</td></tr><tr><td>Степень защиты</td><td>IP54</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ","Пост кнопковий тримісний «ВГОРУ-СТОП-ВНИЗ» XAL-D324, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Пости керування серії XAL-D призначені для керування електротехнічними пристроями.</p><p>Матеріал корпусу - ПВХ, що не підтримує горіння.</p><p>Відповідають ДСТУ IEC 60947-5-1.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Максимальний струм Imax, А <br/>AC 380/220/110/48В <br/>DC 110/48/24В</td><td><br/>1/2,5/4/6 <br/>0,6/1,3/2,5</td></tr><tr><td>Термічний струм Ith, А</td><td>10</td></tr><tr><td>Категорія застосування</td><td>AC-15, DC-13</td></tr><tr><td>Зносостійкість, циклів <br/>механічна <br/>електрична</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Кількість перемикань за хвилину <br/>кнопковий привід <br/>поворотний привід</td><td><br/>не більше 50 <br/>не більше 5</td></tr><tr><td>Ступінь захисту</td><td>IP54</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ",Русский ~ Вверх-стоп-вниз,Русский ~ Нет,Русский ~ 2НО+1НЗ
https://001.com.ua/post-knopochnyy-odnomestnyy-stop-gribok-xal-d164h29-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-d164h29-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-d-1-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-d164h29-photo.jpg,"Пост кнопочный одноместный «СТОП» грибок XAL-D164H29, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020056,A0140020056,instock,1,12,"142,61","Пост кнопочный одноместный «СТОП» грибок XAL-D164H29, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Посты управления серии XAL-D предназначены для управления электротехническими устройствами.</p><p>Материал корпуса - ПВХ, не поддерживающий горение.</p><p>Соответствуют ДСТУ IEC 60947-5-1.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Максимальный ток Imax, А<br/>AC 380/220/110/48В<br/>DC 110/48/24В</td><td><br/>1/2,5/4/6<br/>0,6/1,3/2,5</td></tr><tr><td>Термический ток Ith, А</td><td>10</td></tr><tr><td>Категория применения</td><td>AC-15, DC-13</td></tr><tr><td>Износостойкость, циклов<br/>механическая<br/>электрическая</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Количество переключений за минуту<br/>кнопочный привод<br/>поворотный привод</td><td><br/>не более 50<br/>не более 5</td></tr><tr><td>Степень защиты</td><td>IP54</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ","Пост кнопковий одномісний «СТОП» грибок XAL-D164H29, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Пости керування серії XAL-D призначені для керування електротехнічними пристроями.</p><p>Матеріал корпусу - ПВХ, що не підтримує горіння.</p><p>Відповідають ДСТУ IEC 60947-5-1.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Максимальний струм Imax, А <br/>AC 380/220/110/48В <br/>DC 110/48/24В</td><td><br/>1/2,5/4/6 <br/>0,6/1,3/2,5</td></tr><tr><td>Термічний струм Ith, А</td><td>10</td></tr><tr><td>Категорія застосування</td><td>AC-15, DC-13</td></tr><tr><td>Зносостійкість, циклів <br/>механічна <br/>електрична</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Кількість перемикань за хвилину <br/>кнопковий привід <br/>поворотний привід</td><td><br/>не більше 50 <br/>не більше 5</td></tr><tr><td>Ступінь захисту</td><td>IP54</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ",Русский ~ Стоп,Русский ~ Нет,Русский ~ 1НЗ
https://001.com.ua/post-knopochnyy-trehmestnyy-vverh-stop-vniz-xal-b324-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-b324-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-3-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-b324-334-photo.jpg,"Пост кнопочный трехместный «ВВЕРХ-СТОП-ВНИЗ» XAL-B324, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020048,A0140020048,instock,1,12,"245,56","Пост кнопочный трехместный «ВВЕРХ-СТОП-ВНИЗ» XAL-B324, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий тримісний «ВГОРУ-СТОП-ВНИЗ» XAL-B324, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ Вверх-стоп-вниз,Русский ~ Нет,Русский ~ 2НО+1НЗ
https://001.com.ua/post-knopochnyy-odnomestnyy-pusk-xal-b103-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-b103-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-1-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-b102-103-photo.jpg,"Пост кнопочный одноместный «ПУСК» XAL-B103, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020001,A0140020001,instock,1,12,"109,53","Пост кнопочный одноместный «ПУСК» XAL-B103, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий одномісний «ПУСК» XAL-B103, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ Пуск,Русский ~ Нет,Русский ~ 1НО
https://001.com.ua/post-knopochnyy-dvuhmestnyy-pusk-stop-xal-d211h29-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-d211h29-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-d-2-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-d211-213-215-photo.jpg,"Пост кнопочный двухместный «ПУСК-СТОП» XAL-D211H29, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020060,A0140020060,instock,1,12,"183,70","Пост кнопочный двухместный «ПУСК-СТОП» XAL-D211H29, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Посты управления серии XAL-D предназначены для управления электротехническими устройствами.</p><p>Материал корпуса - ПВХ, не поддерживающий горение.</p><p>Соответствуют ДСТУ IEC 60947-5-1.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Максимальный ток Imax, А<br/>AC 380/220/110/48В<br/>DC 110/48/24В</td><td><br/>1/2,5/4/6<br/>0,6/1,3/2,5</td></tr><tr><td>Термический ток Ith, А</td><td>10</td></tr><tr><td>Категория применения</td><td>AC-15, DC-13</td></tr><tr><td>Износостойкость, циклов<br/>механическая<br/>электрическая</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Количество переключений за минуту<br/>кнопочный привод<br/>поворотный привод</td><td><br/>не более 50<br/>не более 5</td></tr><tr><td>Степень защиты</td><td>IP54</td></tr><tr><td>Диапазон рабочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ","Пост кнопковий двомісний «ПУСК-СТОП» XAL-D211H29, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Пости керування серії XAL-D призначені для керування електротехнічними пристроями.</p><p>Матеріал корпусу - ПВХ, що не підтримує горіння.</p><p>Відповідають ДСТУ IEC 60947-5-1.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Максимальний струм Imax, А <br/>AC 380/220/110/48В <br/>DC 110/48/24В</td><td><br/>1/2,5/4/6 <br/>0,6/1,3/2,5</td></tr><tr><td>Термічний струм Ith, А</td><td>10</td></tr><tr><td>Категорія застосування</td><td>AC-15, DC-13</td></tr><tr><td>Зносостійкість, циклів <br/>механічна <br/>електрична</td><td><br/>10<sup>5</sup><br/>5×10<sup>4</sup></td></tr><tr><td>Кількість перемикань за хвилину <br/>кнопковий привід <br/>поворотний привід</td><td><br/>не більше 50 <br/>не більше 5</td></tr><tr><td>Ступінь захисту</td><td>IP54</td></tr><tr><td>Діапазон робочих температур, °C</td><td>-10 ... +60</td></tr></tbody></table> ",Русский ~ Пуск-стоп,Русский ~ Нет,Русский ~ 1НО+1НЗ
https://001.com.ua/post-knopochnyy-trehmestnyy-pusk1-pusk2-stop-xal-b361n29-asko-ukrem,new,,,https://001.com.ua/media/photos/asko/posts/asko-ukrem-knopochnyy-post-xal-b361h29-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/gabaritnye-razmery-knopochnyh-postov-asko-ukrem-xal-b-3-photo.jpg ;; https://001.com.ua/media/photos/asko/posts/scheme-knopochnyy-post-asko-ukrem-xal-b361h29-photo.jpg,"Пост кнопочный трехместный «ПУСК1-ПУСК2-СТОП» XAL-B361Н29, АСКО-УКРЕМ",Посты управления кнопочные,АСКО-УКРЕМ,A0140020008,A0140020008,instock,1,12,"245,56","Пост кнопочный трехместный «ПУСК1-ПУСК2-СТОП» XAL-B361Н29, АСКО-УКРЕМ","<h2>Описание товара</h2><p>Предназначен для управления электротехническими устройствами.</p><p>Материал изготовления - ПВХ, не поддерживающий горение.</p> <h2>Технические характеристики</h2><table><tbody><tr><td>Соответствие стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Степень защиты</td><td>IP65</td></tr></tbody></table> ","Пост кнопковий тримісний «ПУСК1-ПУСК2-СТОП» XAL-B361Н29, АСКО-УКРЕМ","<h2>Опис товару</h2><p>Призначений для керування електротехнічними пристроями.</p><p>Матеріал виготовлення - ПВХ, що не підтримує горіння.</p> <h2>Технічні характеристики</h2><table><tbody><tr><td>Відповідність стандартам</td><td>ДСТУ IEC 60947-5-1</td></tr><tr><td>Ступінь захисту</td><td>IP65</td></tr></tbody></table> ",Русский ~ Пуск1-стоп-пуск2,Русский ~ Нет,Русский ~ 2НО+1НЗ
